Date,Open,High,Low,Close,Volume
2023-12-15,3414.879942101353,3628.3856112730377,3414.879942101353,3595.8359375,8531230
2023-12-18,3593.1355937363787,3659.1662710789706,3567.104946763213,3594.159912109375,2521612
2023-12-19,3580.934925794031,3590.341373765734,3529.7121895342984,3554.11279296875,2004435
2023-12-20,3564.403684666202,3631.0398484080574,3507.872459996768,3520.4453125,2586083
2023-12-21,3498.27996242007,3545.26513467688,3486.2659937315334,3527.3837890625,1517562
2023-12-22,3539.025457533832,3581.819680420596,3503.635202958494,3561.377197265625,2413058
2023-12-26,3557.5120396728166,3570.6901609763127,3529.8515818790197,3534.880859375,1285231
2023-12-27,3538.094209699452,3555.9755563874555,3509.2232119367036,3549.456298828125,1293976
2023-12-28,3561.377336856761,3574.415852211362,3531.6682392482426,3538.932373046875,1682889
2023-12-29,3531.574657515115,3560.073214846418,3506.8013899069297,3532.87841796875,1574996
2024-01-01,3529.7125282810684,3568.828076087877,3513.880044644979,3549.363525390625,825907
2024-01-02,3549.3629379884974,3549.3629379884974,3508.5243592421702,3523.37890625,1344068
2024-01-03,3508.29173242333,3512.8087373367534,3433.83254667766,3438.209716796875,1803075
2024-01-04,3447.5230645740226,3463.5883776999503,3400.2584476962943,3414.973388671875,3598144
2024-01-05,3422.610572930703,3490.3642924356573,3422.470965489444,3481.190673828125,1963127
2024-01-08,3481.190030173045,3482.9130676229634,3420.188410832366,3425.683349609375,1067805
2024-01-09,3455.159632618118,3494.647840404757,3429.827707784857,3436.486572265625,1370944
2024-01-10,3436.579847012092,3473.1342532438607,3434.7172021085626,3458.046875,1292227
2024-01-11,3468.244645562298,3513.879443530223,3452.4121646346503,3479.00146484375,1777909
2024-01-12,3583.7288487280734,3637.0470599000287,3559.142026578151,3616.138916015625,6813450
2024-01-15,3688.037303396224,3692.693916153037,3618.188112044023,3635.697021484375,2801505
2024-01-16,3631.2260434367095,3631.2260434367095,3590.7601305663925,3596.115234375,1432672
2024-01-17,3556.7205834939423,3641.4243183462013,3550.713598917996,3617.8154296875,3458696
2024-01-18,3630.2949273227173,3640.3532553051646,3596.7673189636566,3634.5791015625,2239110
2024-01-19,3699.6629134417612,3717.0593463167797,3671.5755310311206,3697.834228515625,2941975
2024-01-23,3657.4617018928593,3689.253392795468,3603.772039730458,3618.30810546875,2618854
2024-01-24,3638.70542557381,3642.12834296067,3568.932402810829,3602.881103515625,2657709
2024-01-25,3601.0991467068993,3620.8870436828015,3543.7051787524156,3573.340087890625,2205154
2024-01-29,3564.4306477301684,3582.4365658297156,3545.721371666126,3564.6181640625,1646747
2024-01-30,3570.6673355072853,3608.5080891700763,3551.4891523141855,3564.196533203125,1411621
2024-01-31,3574.184314915353,3595.566445988201,3560.3516062355598,3578.638916015625,2459358
2024-02-01,3582.436989907515,3662.057029330496,3568.4167652804376,3614.463134765625,2363107
2024-02-02,3634.063444426215,3736.612908383376,3631.2030759637855,3719.638671875,2826510
2024-02-05,3735.300087307631,3771.8747052852855,3715.6999348975555,3726.203369140625,1691523
2024-02-06,3748.429229618272,3891.8203887754125,3741.8645549604466,3878.784912109375,4474396
2024-02-07,3894.7280181656797,3896.603639652877,3820.594033092657,3829.456298828125,2124267
2024-02-08,3835.6458733260915,3899.417002760364,3831.9415667460817,3877.00341796875,2345173
2024-02-09,3879.300567921934,3924.503225662895,3845.0237708866407,3876.628173828125,2100596
2024-02-12,3873.1587133795,3900.9180054265194,3850.229055505786,3864.437255859375,1013716
2024-02-13,3868.891634867096,3910.670921618945,3827.6746682464563,3891.44580078125,1257415
2024-02-14,3851.5882333641575,3858.9968457118357,3797.6641224758114,3845.117431640625,1391283
2024-02-15,3871.282423660838,3888.444175657724,3829.0809437517446,3848.02490234375,1091582
2024-02-16,3857.4496096162657,3889.991821945157,3845.117491300484,3871.5634765625,1307556
2024-02-19,3866.640503768057,3871.56401029997,3802.822664172948,3848.587646484375,772291
2024-02-20,3828.236868254403,3843.1479657037125,3760.620630178596,3779.986328125,1193648
2024-02-21,3763.434414830734,3810.6532761089843,3733.04943912238,3743.271484375,1885939
2024-02-22,3724.0461165985157,3840.2877016688244,3724.0461165985157,3832.926025390625,2982052
2024-02-23,3873.157895434478,3873.157895434478,3794.756835314285,3800.1025390625,2538072
2024-02-26,3785.0039771663946,3798.1333269385277,3735.065557497388,3752.2275390625,1379284
2024-02-27,3750.3049902620937,3867.5313277921664,3750.3049902620937,3849.150146484375,2960475
2024-02-28,3840.897439611253,3896.5094287124366,3834.7077976577866,3862.79541015625,1939225
2024-02-29,3844.08608110517,3880.7545712662445,3811.778548098447,3840.4287109375,3772719
2024-03-01,3851.776300908435,3882.5363087877504,3832.6448252006635,3839.725341796875,2043265
2024-03-04,3849.712918034811,3861.8105844645606,3822.4225351204777,3826.924072265625,1749271
2024-03-05,3809.387240696813,3811.2628621841086,3732.4867597177044,3762.590576171875,2070859
2024-03-06,3745.663225699868,3818.7655308738504,3712.2770700452925,3811.54443359375,1744204
2024-03-07,3812.2002319116023,3867.5310593858417,3786.5979557802916,3853.0888671875,2688905
2024-03-11,3834.70805162123,3894.7279379757806,3834.70805162123,3865.984130859375,2304068
2024-03-12,3865.983989585085,3966.8925114142617,3864.764560938834,3931.536865234375,4039801
2024-03-13,3943.4942087066347,3977.25539574907,3874.9401512123873,3890.976806640625,2837260
2024-03-14,3895.1500154804917,3962.2501875616867,3831.8945009176455,3945.932373046875,2919608
2024-03-15,3931.8648606659913,3975.3791814488654,3917.2349235460983,3956.857421875,3373143
2024-03-18,3953.106656161222,3990.1501797762785,3861.7639831846413,3894.259033203125,1526904
2024-03-19,3799.3056461900082,3805.6358684946754,3719.9200610190014,3729.95458984375,8931209
2024-03-20,3738.113425638154,3768.123367840969,3713.9178639455963,3723.952392578125,1817913
2024-03-21,3741.911164278778,3759.119851110454,3702.4761834532515,3725.87451171875,3829582
2024-03-22,3654.6486037932596,3693.098845711536,3615.2605510964886,3667.68408203125,5852485
2024-03-26,3634.0165571732955,3701.257540323518,3630.6872833100233,3636.361083984375,3440925
2024-03-27,3646.67649697826,3652.772265842953,3591.251799256216,3602.03662109375,1968575
2024-03-28,3610.6650016041267,3671.5288233376846,3601.661927465741,3635.235595703125,4311783
2024-04-01,3655.3050688228736,3688.691224515632,3646.255286286342,3673.17041015625,1569676
2024-04-02,3648.083912259489,3666.699547713614,3632.141129095373,3642.26953125,2142666
2024-04-03,3611.509094088183,3733.424488071944,3611.509094088183,3701.8203125,3973090
2024-04-04,3728.6412532863997,3778.1107648289094,3690.519342135764,3754.33740234375,3394637
2024-04-05,3730.610939757806,3753.1183964079287,3714.199252617092,3731.783203125,1636819
2024-04-08,3735.3000761758317,3781.8622865716975,3713.7304297404708,3725.5,2302538
2024-04-09,3736.2381554944186,3766.107520484254,3680.9542556869656,3701.1171875,1876992
2024-04-10,3710.353774320548,3742.05181846097,3674.341938785351,3736.846923828125,2101965
2024-04-12,3724.046794780196,3763.763174894874,3700.132618686795,3752.55615234375,4354821
2024-04-15,3752.555521752734,3811.450077595125,3675.326950485817,3696.099365234375,4200329
2024-04-16,3659.337150142385,3684.376648663715,3622.6219548397376,3631.953125,3051420
2024-04-18,3635.704595429841,3691.2229435040135,3610.571222685582,3621.824951171875,3476284
2024-04-19,3599.3176775438415,3612.962869820078,3564.5248069516724,3588.25146484375,2957749
2024-04-22,3598.3795176848753,3636.829754907987,3574.9342510854167,3624.26318359375,1728883
2024-04-23,3635.9390541705266,3652.772710601142,3620.5121138030436,3633.735107421875,1807586
2024-04-24,3648.0837008405756,3655.586186600659,3586.6101623523527,3592.7998046875,1317312
2024-04-25,3574.184280775608,3632.7505162587627,3573.9967644173494,3612.634521484375,2856271
2024-04-26,3615.400944510773,3635.7046841917695,3566.07223748283,3583.703125,2039178
2024-04-29,3599.3174341023114,3636.6423454168485,3581.6865473099597,3629.514892578125,1110693
2024-04-30,3631.2030581143713,3640.3467125091584,3573.058794270598,3583.04638671875,2203078
2024-05-02,3543.0955870607045,3630.35891420508,3543.0955870607045,3623.0439453125,2491044
2024-05-03,3648.224242496259,3651.459872612422,3561.430044438285,3604.381591796875,2962234
2024-05-06,3613.384573734727,3694.927167103904,3613.384573734727,3677.20263671875,2053831
2024-05-07,3686.3464581217104,3739.9891860111734,3670.1222867238534,3731.501953125,2062112
2024-05-08,3714.6681858171114,3736.5192209369857,3693.66131770256,3729.626220703125,1247685
2024-05-09,3715.6058295864877,3724.0461255143723,3666.8866116609574,3713.917724609375,1726486
2024-05-10,3716.1687445881325,3726.484662213695,3643.441479536376,3651.740966796875,1672489
2024-05-13,3642.9260808887266,3709.0417428021406,3629.327824183131,3702.28955078125,931326
2024-05-14,3691.2230172569975,3700.413608162642,3650.803283386374,3658.587158203125,1058317
2024-05-15,3661.6816503123987,3682.7354534258484,3634.485141704623,3639.080322265625,1115021
2024-05-16,3675.638189433216,3693.019233878016,3630.6738522599194,3684.942626953125,2599399
2024-05-17,3701.992673680125,3702.937300542508,3617.9208829280115,3621.7939453125,2765804
2024-05-21,3618.487832180219,3631.8542103330115,3599.0757035999536,3608.66357421875,1908117
2024-05-22,3622.6439391197887,3628.54785688237,3606.16024685102,3619.81005859375,1311168
2024-05-23,3628.264752304816,3688.7681531563644,3613.6703123942825,3677.857666015625,2095742
2024-05-24,3663.4993323947815,3668.742057896385,3631.429294761055,3636.34130859375,1309452
2024-05-27,3641.5365929797185,3691.9325288692844,3628.64252842061,3634.02685546875,1841538
2024-05-28,3644.370544047232,3655.706066734782,3617.9209911096164,3627.272705078125,1801993
2024-05-29,3635.774149635783,3635.774149635783,3589.5819894414226,3593.02978515625,1568095
2024-05-30,3567.855604818015,3584.2920197241397,3509.7137762005277,3529.220458984375,2919230
2024-05-31,3532.9042615855815,3542.161650427461,3451.4301994032935,3467.677734375,10956800
2024-06-03,3526.102804543788,3543.8145562369846,3491.3404937629207,3497.811279296875,2156773
2024-06-04,3495.1196584791387,3537.6278705417226,3392.627636061575,3509.2890625,3395997
2024-06-05,3510.2334721952598,3574.2792205302862,3495.1194421750433,3538.997314453125,2799670
2024-06-06,3571.634109972148,3627.2725390345563,3534.3213495003415,3618.298583984375,4328036
2024-06-07,3624.8170534773285,3698.2145216133376,3624.8170534773285,3678.330078125,4552445
2024-06-10,3679.3219869872228,3689.6183285403354,3629.1622034653205,3645.031982421875,1734661
2024-06-11,3632.0904200618043,3665.1050839975637,3628.3119124726636,3638.79736328125,1419898
2024-06-12,3659.862538168497,3677.9050050406395,3615.512349289223,3619.479736328125,2177001
2024-06-13,3643.23713885556,3674.5987063691045,3638.7028835305373,3663.40478515625,1932323
2024-06-14,3673.654123447534,3673.654123447534,3616.031880832389,3619.857666015625,1860730
2024-06-18,3614.1900547154564,3629.2568087209993,3584.906618726297,3603.846435546875,1774045
